supported_index,query_id,query_id_s,model_id,model,benchmark_label,result_status,status,native_or_fallback,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_tanimoto,formula_accuracy,failed_prediction_count,missing_candidate_spectra,predicted_spectrum_count,ranked_rows,candidate_spectra_count,claim_guardrail
6,9,9,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8632,98.0,False,False,False,0.010204081632653,,,,0.0,,8632.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
7,10,10,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,2797,2016.0,False,False,False,0.0004960317460317,,,,0.0,,2797.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
8,11,11,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,6368,7.0,False,False,True,0.1428571428571428,,,,0.0,,6368.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
9,12,12,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9462,267.0,False,False,False,0.0037453183520599,,,,0.0,,9462.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
10,15,15,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,4775,90.0,False,False,False,0.0111111111111111,,,,0.0,,4775.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
11,16,16,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,103,5.0,False,True,True,0.2,,,,0.0,,103.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
12,17,17,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9564,312.0,False,False,False,0.0032051282051282,,,,0.0,,9564.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
13,18,18,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,6548,1612.0,False,False,False,0.0006203473945409,,,,0.0,,6548.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
14,21,21,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,5615,169.0,False,False,False,0.0059171597633136,,,,0.0,,5615.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
15,22,22,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,6294,2372.0,False,False,False,0.0004215851602023,,,,0.0,,6294.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
16,23,23,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,5745,138.0,False,False,False,0.0072463768115942,,,,0.0,,5745.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
17,24,24,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,5015,117.0,False,False,False,0.0085470085470085,,,,0.0,,5015.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
18,25,25,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9778,4.0,False,True,True,0.25,,,,0.0,,9778.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
19,26,26,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8521,37.0,False,False,False,0.027027027027027,,,,0.0,,8521.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
20,27,27,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,3327,5.0,False,True,True,0.2,,,,0.0,,3327.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
21,29,29,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8062,25.0,False,False,False,0.04,,,,0.0,,8062.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
22,31,31,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9668,2616.0,False,False,False,0.0003822629969418,,,,0.0,,9668.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
23,34,34,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed,native_cfmid_precomputed_full_supported_queries,457,94.0,False,False,False,0.0106382978723404,,,,0.0,,457.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
24,35,35,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,233,31.0,False,False,False,0.032258064516129,,,,0.0,,233.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
25,37,37,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8957,1266.0,False,False,False,0.0007898894154818,,,,0.0,,8957.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
26,38,38,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9532,288.0,False,False,False,0.0034722222222222,,,,0.0,,9532.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
27,39,39,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed,native_cfmid_precomputed_full_supported_queries,859,370.0,False,False,False,0.0027027027027027,,,,0.0,,859.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
28,40,40,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,7695,23.0,False,False,False,0.0434782608695652,,,,0.0,,7695.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
29,41,41,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,5158,1.0,True,True,True,1.0,,,,0.0,,5158.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
30,42,42,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9484,382.0,False,False,False,0.0026178010471204,,,,0.0,,9484.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
31,43,43,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8937,947.0,False,False,False,0.0010559662090813,,,,0.0,,8937.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
32,46,46,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed,native_cfmid_precomputed_full_supported_queries,960,191.0,False,False,False,0.0052356020942408,,,,0.0,,960.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
33,48,48,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9066,778.0,False,False,False,0.0012853470437017,,,,0.0,,9066.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
34,50,50,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,1506,934.0,False,False,False,0.0010706638115631,,,,0.0,,1506.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
35,51,51,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,558,54.0,False,False,False,0.0185185185185185,,,,0.0,,558.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
36,53,53,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed,native_cfmid_precomputed_full_supported_queries,1206,848.0,False,False,False,0.0011792452830188,,,,0.0,,1206.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
37,54,54,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,6814,103.0,False,False,False,0.0097087378640776,,,,0.0,,6814.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
38,55,55,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9288,527.0,False,False,False,0.0018975332068311,,,,0.0,,9288.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
39,56,56,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9532,1030.0,False,False,False,0.0009708737864077,,,,0.0,,9532.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
40,58,58,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,2999,506.0,False,False,False,0.0019762845849802,,,,0.0,,2999.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
41,59,59,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9219,4156.0,False,False,False,0.0002406159769008,,,,0.0,,9219.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
42,60,60,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,7090,1523.0,False,False,False,0.0006565988181221,,,,0.0,,7090.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
43,61,61,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8027,24.0,False,False,False,0.0416666666666666,,,,0.0,,8027.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
44,64,64,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,817,1.0,True,True,True,1.0,,,,0.0,,817.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
45,65,65,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9590,3658.0,False,False,False,0.0002733734281027,,,,0.0,,9590.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
46,68,68,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed,native_cfmid_precomputed_full_supported_queries,1511,2.0,False,True,True,0.5,,,,0.0,,1511.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
47,69,69,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9556,105.0,False,False,False,0.0095238095238095,,,,0.0,,9556.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
48,70,70,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8926,67.0,False,False,False,0.0149253731343283,,,,0.0,,8926.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
49,71,71,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,9485,13.0,False,False,False,0.0769230769230769,,,,0.0,,9485.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
50,74,74,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,7251,3584.0,False,False,False,0.0002790178571428,,,,0.0,,7251.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
51,75,75,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,4498,14.0,False,False,False,0.0714285714285714,,,,0.0,,4498.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
52,76,76,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,5745,1138.0,False,False,False,0.0008787346221441,,,,0.0,,5745.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
53,77,77,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8719,10.0,False,False,True,0.1,,,,0.0,,8719.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
